No,Teks,Kategori
3989,Berada dipelukanmu mengajarkan apa arti kenyamanan,Naratif
3990,Tak pernah ku bayangkan olehku bila kau tinggalkan aku,Naratif
3991,Hancurlah hatiku musnah harapanku sayang,Naratif
3992,Hanya dengan sepatah kata,Naratif
3993,Buat hati menutup mata,Naratif
3994,"Buat ku mudah percaya, walau ternyata berbahaya",Naratif
3995,Hingga tak melihat kau buaya,Naratif
3996,"Tersadar aku kini tak mau, ku dibodohi begini",Naratif
3997,"Yang mau saja kau bohongi, dengan kata indah",Naratif
3998,Ku kan belajar menjadi yang terbaik,Naratif
3999,Mana bisa ku berubah,Naratif
4000,"Mana bisa ku menunjukkan tanpa, kau beri waktu",Naratif
4001,Bisa jadi apa saja yang kau mau,Naratif
4002,"Ini saat yang ku tunggu, hari ini kubuktikan",Naratif
4003,Semua doa ku panjatkan,Naratif
4004,Lili adalah seorang gadis kecil,Naratif
4005,"Dia begitu ketakutan, sendirian",Naratif
4006,"Mereka memperingatkannya, untuk jangan pergi kesana ",Naratif
4007,Ikuti kemana pun aku pergi,Naratif
4008,"Kemudian pecah, dan dia bangun lagi",Naratif
4009,"Di belakangnya, dia bisa mendengarnya berkata",Naratif
4010,Mereka tak perlu melihat tangisanku,Naratif
4011,Mereka tak mengerti,Naratif
4012,Aku belum pernah terjaga sejauh ini.,Naratif
4013,Dan aku sedang dalam perjalanan,Naratif
4014,Tak  ada orang selain diriku yang bisa menyelamatkanku,Naratif
4015,Karena kusadari di sisimu aku bukanlah siapa-siapa,Naratif
4016,Dan aku bosan berkelahi dan bertengkar sia-sia,Naratif
4017,"Tak ada rencanaku, jatuh cinta padamu",Naratif
4018,"Dan tidak ada niatku, menyayangimu",Naratif
4019,Tapi hatiku tak bisa berdusta,Naratif
4020,Kini kita sudah ada yang punya,Naratif
4021,"Aku menyadari itu, aku tidak munafik",Naratif
4022,"Aku tahu itu salah, tak seharusnya aku selingkuh denganmu",Naratif
4023,"Tapi demi cinta, aku bersedia menemanimu",Naratif
4024,Aku rela jadi kekasihmu,Naratif
4025,Jadi orang ketiga,Naratif
4026,"Tidak Terhapus OlehKu, WajahMu dari HatiKu",Naratif
4027,Tetap Saja Ada di PikiranKu,Naratif
4028,"Walapun Terasa Sakit, Semua PerbuatanMu PadaKu",Naratif
4029,Tidak Mampu Kulupakan itu Semua,Naratif
4030,"Di Hari Minggu ketika itu, Berjani Kau kepadaKu Sayang",Naratif
4031,Tidak akan Jadi Pisah Aku dariMu,Naratif
4032,Ternyata Apa yang Kau Ucapkan hanya Sebatas Kata,Naratif
4033,CintaKu padaMu hanya di Angan-angan,Naratif
4034,Kau yang Memulai Hubungan Kita,Naratif
4035,Namun Kau juga yang Mengingkari Hubungan ini,Naratif
4036,"Kau Pergi Jauh, Melupakan itu Semua",Naratif
4037,Kau Sakiti Hati ini,Naratif
4038,Sudah Cukup Lama Sayang,Naratif
4039,Tidak Bertemu Aku denganMu Kasih,Naratif
4040,"Kembalilah Kau padaKu, Menyembuhkan Rindu yang ada di HatiKu",Naratif
4041,hingga kau selalu marah kepadaku,Naratif
4042,jikalau memang ada salah yang kulakukan,Naratif
4043,"hei teman, supaya kamu tidak bersedih lagi",Naratif
4044,saya berdiri disini  untuk membuat hatimu bahagia,Naratif
4045,datanglah kalian semua supaya kkita bernyanyi bersama,Naratif
4046,lalu kita nyanyikan semua lagu bahagia itu,Naratif
4047,langkahkan kakimu ke kiri dan ke kanan,Naratif
4048,"seperti ikan yang masih hidup itu, lemaskan pinggang mu",Naratif
4049,"marilah teman, kita semua bernyanyi",Naratif
4050,"marilah teman, kita bersuka ria",Naratif
4051,doakan saya ibu,Naratif
4052,kebaikan ibu untuk memberi saya kehidupan,Naratif
4053,kesabaran ibu untuk mengajariku,Naratif
4054,"saya harus bahagia, itu janjimu padaku ibu",Naratif
4055,sungguh sakit dan pahit,Naratif
4056,"kaulah bunga hatiku, bunga kesayanganku",Naratif
4057,yang tidak bisa saya petik,Naratif
4058,banyak yang kamu buat untuk aku ingat,Naratif
4059,yang tidak bisa saya lupakan,Naratif
4060,saya melihat lembutnya wajahmu,Naratif
4061,dan ketawamu dan juga senyum manismu,Naratif
4062,"walaupun kita hanya berteman, dan kita tidak berjodoh",Naratif
4063,kita yang bersama tetapi orang lalin yang memiliki,Naratif
4064,Jatuh hati tidak pernah bisa memilih,Naratif
4065,Tuhan memilihkan dia untuk aku,Naratif
4066,Kita hanyalah korban,Naratif
4067,Kecewa adalah resiko nya,Naratif
4068,Bahagia adalah hadiahnya,Naratif
4069,Jika lapar maka kamu harus makan,Naratif
4070,Jika haus maka kamu harus minum,Naratif
4071,Jika saat nya tiba sedih akan menjadi tawa,Naratif
4072,Perih akan menjadi cerita,Naratif
4073,Kenangan akan menjadi guru,Naratif
4074,Rindu akan menjadi temu,Naratif
4075,Kamu dan aku akan menjadi kita,Naratif
4076,Beberapa rindu memang harus sembunyi-sembunyi,Naratif
4077,"Bukan untuk disampaikan, hanya untuk dikirimkan lewat doa",Naratif
4078,"Pada waktunya, dunia hanya perlu tahu kalau kita hebat",Naratif
4079,Kebahagiaan tidak membutuhkan penilaian orang lain.,Naratif
4080,Aku tidak tahu cara membencimu dengan baik dan benar,Naratif
4081,seperti kamu tidak tahu cara menyayangiku dengan baik dan benar,Naratif
4082,aku bangga hidup di atas keputusan yang kubuat sendiri,Naratif
4083,Dulu kita selalu mengucap kata sayang di penghujung malam,Naratif
4084,Kita tidak lebih dari dua orang asing yang merindukan masa lalu secara diam-diam,Naratif
4085,Beberapa rasa memang harus dibiarkan menjadi rahasia,Naratif
4086,"Menyayangimu sangatlah mudah, aku bisa melakukannya berulang kali tanpa pernah bosan",Naratif
4087,manusia akan melupa pada saatnya,Naratif
4088,Akan tiba saatnya kita temukan alasan paling tepat untuk berjuang,Naratif
4089,Sesuatu yang istimewa tidak akan datang dua kali,Naratif
4090,Untuk apa menulis nama kamu di bio?,Naratif
4091,Apa belum cukup nama kamu dalam setiap doaku pada Tuhan?,Naratif
4092,Karena sebuah kebahagiaan tidak perlu dipamerkan kepada dunia,Naratif
4093,Perjuangkan sebelum pergi,Naratif
4094,"Aku tidak mahir melawak, tapi aku tahu cara membuat kamu bahagia",Naratif
4095,"Aku tidak mahir mengejar, tapi aku tahu cara menunggu kamu",Naratif
4096,"Aku tidak mahir berkata-kata, tapi aku tahu cara mendoakan kamu",Naratif
4097,kamu tahu aku akan tetap menjadi orang yang sama,Naratif
4098, merindukan kamu dengan sederhana,Naratif
4099,mengejar kamu dengan wajar,Naratif
4100,menyayangi kamu dengan luar biasa,Naratif
4101,menyakiti kamu dengan mustahil,Naratif
4102,Kamu diciptakan untuk menjadi unik,Naratif
4103,Menangis tidak membuktikan kamu lemah,Naratif
4104,Aku marah bukan berarti tidak peduli,Naratif
4105,hidup kita lebih baik tanpa dia,Naratif
4106,"Jangankan dipaksa melupakan, dipaksa tidur saja tidak enak",Naratif
4107,semoga tidak lupa untuk bersyukur sebelum mengeluh,Naratif
4108,memberi sebelum meminta,Naratif
4109,berdoa sebelum berjuang,Naratif
4110,Tetap tersenyum saja,Naratif
4111, Tidak perlu banyak marah-marah nanti cepat tua,Naratif
4112," Dari pada tua sendiri, lebih baik tua berdua sama saya",Naratif
4113,Cobaan bukan alasan untuk berhenti mencoba,Naratif
4114,Tidak ada yang tahu kapan cinta pastinya datang,Naratif
4115,kita selalu tahu kapan kita harus memulai,Naratif
4116,Sebab aku tahu cinta terbaik akan selalu pulang,Naratif
4117,Tidak ada jatuh cinta tanpa rasa marah,Naratif
4118,Tidak ada jatuh cinta tanpa rasa kesal,Naratif
4119,Tidak ada jatuh cinta tanpa rasa lelah,Naratif
4120,Semua manusia yang jatuh cinta tetaplah manusia,Naratif
4121,Ada yang marah lantas benci,Naratif
4122,Ada yang marah lantas memaafkan lagi,Naratif
4123," Kadang, kita memang harus melupakan",Naratif
4124,"Bukan karena kita tidak cinta, melainkan karena kita tahu cinta kita tidak pernah bisa tumbuh di hatinya",Naratif
4125,"Cinta selalu belajar saling memahami, bukan hanya meminta dan menunggu dipahami",Naratif
4126, Jatuh dan cinta pasti mendatangkan rindu,Naratif
4127,Menerima seseorang menjadi bagian hidup kita adalah pekerjaan yang tidak mudah,Naratif
4128,Hal yang sudah jelas dan pasti saja kadang berakhir menyakitkan,Naratif
4129,Apalagi yang tidak jelas dan tidak pasti,Naratif
4130,Selalu ada alasan terbaik kenapa sesuatu itu terjadi,Naratif
4131,Jangan bandingkan hidup kamu dengan hidup orang lain,Naratif
4132,Bersyukurlah dengan kehidupan kamu,Naratif
4133,Jangan pernah mengeluh ,Naratif
4134,Aku hidup bukan untuk membahagiakan orang lain,Naratif
4135,Semua orang memiliki masa lalu,Naratif
4136,Cinta sejati selalu sederhana,Naratif
4137,Sungguh tidak ada gunanya kita marah-marah,Naratif
4138,Hadiah terbaik bagi orang yang sabar,Naratif
4139, Ajari Aku untuk selalu memiliki hati yang cantik,Naratif
4140,"Bila awalnya kita jadian baik-baik, pisahnya juga harus baik-baik",Naratif
4141,"tidak usah lagi kita saling menutupi dalam hubungan ini, hanya membuat sakit hati ",Naratif
4142,"setiap hari hatiku gelisah, bagaimana akhir dari hubungan kita ",Naratif
4143," Aku pikir kamu setia selama ini pada aku, ternyata kamu mendua dibelakang aku ",Naratif
4144,"seperti bunga yg layu ditaman, begitulah kacaunya hati aku saat ini",Naratif
4145,"tidak aku sangka seperti ini, kamu buat cinta aku jadi mainan kamu ",Naratif
4146,"cukuplah sayang, cukup lah aku saja jadi korbanmu ",Naratif
4147,percuma hari-hari yang kita lewati hanya karena cinta palsumu ,Naratif
4148,"Aku sayangi kamu, ibarat aku menyayangi diri sendiri",Naratif
4149,Bukan harta atau rupa yang kulihat dari mu,Naratif
4150,Kalau ada perlakuan aku yang kurang atau salah,Naratif
4151,"Bujuk lah saya sayang, saya pasti akan menurutinya",Naratif
4152,"Ajari lah aku, membuat kamu senang",Naratif
4153,Ijinkan lah saya untuk tetap bersama kamu,Naratif
4154,"Terima lah aku, temani lah aku sayang",Naratif
4155,"Mari kita bersatu, mari kita bersatu selama hidup kita",Naratif
4156,Kalau ada perlakuan aku yang kurang atau salah ,Naratif
4157,saat baru aku kenal kamu kasih langsung aku jatuh cinta,Naratif
4158,langsung aku katakan kata cinta langsung kamu menerima aku,Naratif
4159,saat berjalan lah hubungan kita selama 2 tahun,Naratif
4160,jadi curiga aku melihat sifat kamu,Naratif
4161,begitu bertanya-tanya aku ,Naratif
4162,tidak seperti dulu lagi jawaban kamu,Naratif
4163,langsung mudah-mudahnya kamu memotong omongan aku,Naratif
4164,aku sudah jadi bingung melihat kamu begini,Naratif
4165,kalau saat jumpa malam minggu biasanya bersama kita selalu ,Naratif
4166,namun kenapa di malam ini tidak aku lihat lagi kamu di samping aku,Naratif
4167,Seperti bunga di ladang,Naratif
4168,Kecantikan kamu sungguh wangi Selalu mekar dan sangat indah,Naratif
4169,Ingin selalu aku petik dan aku ingin memiliki kamu,Naratif
4170,Siang dan malam hanya kamu di hati aku di pikiran aku,Naratif
4171,Wajah kamu yang cantik dan hati kamu yang lembut Menggoda jiwa,Naratif
4172,Kamu kekasih hati hanya kamu yang ada di hati aku,Naratif
4173,Kamu kesayangan jiwa kamulah bunga di hati aku,Naratif
4174,"Bunga yang indah, bunga yang wangi Aku ingin memiliki kamu selalu",Naratif
4175,Bunga ditaman alangkah indahnya,Interaktif
4176,pelangi itu sangat indah,Interaktif
4177,ingin rasanya aku berlari ke pantai,Interaktif
4178,menikmati indahnya pantai biru,Interaktif
4179,sambil menikmati es kelapa,Interaktif
4180,berlari menikmati senja hari,Interaktif
4181,sambil mendengarkan lagu kesayangan,Interaktif
4182,betapa indahnya senja hari,Interaktif
4183,saya sangat menyukai rok itu,Interaktif
4184,saya inginmemiliki rok itu,Interaktif
4185,rok itu harga nya sangat mahal,Interaktif
4186,saya sering berjemur di pagi hari,Interaktif
4187,jangan lupa berdoa sebelum tidur,Interaktif
4188,jangan lupa gosok gigi sebelum tidur,Interaktif
4189,lagi apa?,Interaktif
4190,udah makan belom,Interaktif
4191,jangan lupa makan nanti kamu sakit,Interaktif
4192,kalo kamu sakit aku jadi sedih,Interaktif
4193,memang tidak cantik tapi aku setia,Interaktif
4194,saya memelihara ayam,Interaktif
4195,saya memelihara bebek ,Interaktif
4196,ada kandang ayam di belakang rumah saya,Interaktif
4197,saya suka menyiram bunga,Interaktif
4198,saya menanam bunga melati,Interaktif
4199,saya takut tidur sendiri,Interaktif
4200,saya takut tidur di ruangan yang gelap,Interaktif
4201,saya memiliki motor baru,Interaktif
4202,saya membeli motor dua minggu yang lalu,Interaktif
4203,ayah saya sangat marah jika saya berbohong,Interaktif
4204,saya rajin pergi kuliah,Interaktif
4205,saya memiliki teman yang sangat baik,Interaktif
4206,saya suka memasak daun ubi,Interaktif
4207,saya memancing udang,Interaktif
4208,saya pergi ke danau bersama teman-teman,Interaktif
4209,saya tidak suka di ganggu,Interaktif
4210,kamu suka makan bubur?,Interaktif
4211,saya makan bubur setiap pagi hari ?,Interaktif
4212,kamu suka minum susu?,Interaktif
4213,saya sangat suka minum susu sebelum tidur dimalam hari ,Interaktif
4214,kamu berapa kali sehari ?,Interaktif
4215,saya mandi tiga kali sehari,Interaktif
4216,saya ingin menjual layang-layang,Interaktif
4217,saya tidak memiliki bambu untuk membuat layang-layang,Interaktif
4218,saya suka mencari ikan cupang,Interaktif
4219,saya suka memelihara kucing di rumah,Interaktif
4220,kucing aku sangat lucu ,Interaktif
4221,kucing aku berwarna putih,Interaktif
4222,jangan membakar hutan,Interaktif
4223,musim kemarau sudah tiba,Interaktif
4224,banyak kabut asap disini,Interaktif
4225,saya dan teman-teman menjual es setiap hari,Interaktif
4226,saya menjual es kopyor dan es nata de coco,Interaktif
4227,setiap pagi hari kami mengangkut meja,Interaktif
4228,setiap hari kami membeli es batu,Interaktif
4229,harta yang paling berharga adalah keluarga,Interaktif
4230,kami mengerjakan tugas dengan benar,Interaktif
4231,saya sangat suka mendaki bukit,Interaktif
4232,saya suka berenang disungai kapuas,Interaktif
4233,saya suka makan ikan nila,Interaktif
4234,saya dan teman-teman mencari pakis di hutan,Interaktif
4235,bubur pedas sangat enak,Interaktif
4236,saya sudah mengantuk,Interaktif
4237,saya ingin tidur tetapi tugas saya belom selesai,Interaktif
4238,apakah kamu memiliki sepeda ?,Interaktif
4239,bolehkah saya meminjam sepeda mu ?,Interaktif
4240,saya memiliki sepeda berwarna biru,Interaktif
4241,ayam berkokok di pagi hari,Interaktif
4242,saya dimarah ibu karena bangun terlalu siang,Interaktif
4243,saya suka membaca Kata-kata mutiara,Interaktif
4244,fiersa besari adalah penulis yang sangat saya suka,Interaktif
4245,saya ingin gemuk,Interaktif
4246,sekarang nafsu makan saya sudah membaik,Interaktif
4247,saya tidak ingin sakit lagi,Interaktif
4248,saya masih suka begadang setiap hari,Interaktif
4249,begadang adalah kebiasaan yang buruk,Interaktif
4250,saya senang bermain game,Interaktif
4251,apakah kamu suka bermain game ?,Interaktif
4252,dia memiliki suara yang bagus,Interaktif
4253,zayn adalah penyanyi kesukaan saya,Interaktif
4254,zayn malik sangat ganteng,Interaktif
4255,saya terpesona melihat dia,Interaktif
4256,saya mencuci baju menggunakan mesin cuci,Interaktif
4257,saya pergi kuliah menggunakan sepeda motor,Interaktif
4258,saya tidak ada jam kuliah sekarang,Interaktif
4259,saya bisa berenang,Interaktif
4260,saya mencuci piring di pagi hari,Interaktif
4261,kamu menyukai zayn malik ?,Interaktif
4262,dimana kamu membeli baju itu ?,Interaktif
4263,saya membeli baju itu di pasar flamboyan,Interaktif
4264,saya senang makan sate,Interaktif
4265,saya memiliki teman yang suka menyebarkan berita bohong,Interaktif
4266,chandra suka membantu teman,Interaktif
4267,chandra suka mendengarkan lagu,Interaktif
4268,ina bekerja di PDAM,Interaktif
4269,ina suka memakai bedak kelly,Interaktif
4270,kholiz suka tersenyum lebar setiap hari,Interaktif
4271,adit sangat pendiam,Interaktif
4272,jaki sangat pandai memasak kerang,Interaktif
4273,jaki membeli kerang di pasar kemuning,Interaktif
4274,mari minum coklat panas,Interaktif
4275,saya sangat sayang kepada adik saya,Interaktif
4276,rany senang menggunakan gamis,Interaktif
4277,tasya senang mendengarkan lagu korea,Interaktif
4278,kuliah wajib menggunakan baju kemeja,Interaktif
4279,Dosen TU sangat ganteng,Interaktif
4280,Saya ingin makan kue kakak yang ada di kulkas,Interaktif
4281,saya kuliah di malam hari,Interaktif
4282,suara saya sangat nyaring,Interaktif
4283,Saya berlibur ke pantai bersama teman-teman,Interaktif
4284,kamu suka minum kopi ?,Interaktif
4285,saya sangat suka minum kopi,Interaktif
4286,saya tidak bisa tidur,Interaktif
4287,saya suka mendengarkan lagu rock,Interaktif
4288,dia memiliki bola mata yang indah,Interaktif
4289,teman-teman ku sangat lucu,Interaktif
4290,ibu pergi ke pasar setiap pagi ,Interaktif
4291,masakan ibu ku sangat enak,Interaktif
4292,Itu ada di bawah aula. Saya akan membawakan Anda beberapa sekarang. Beritahu saya jika ada hal lain yang Anda perlukan.,Interaktif
4293,Tidak perlu khawatir tentang itu. Saya akan mengurusnya dan Anda tidak perlu memikirkannya.,Interaktif
4294,Apakah Anda melakukan perubahan?,Interaktif
4295,Cahayanya berwarna merah (Lampu merah menyala).,Interaktif
4296,Kami ingin meja di dekat jendela.,Interaktif
4297,"Di sana, di depan tempat informasi wisatawan.",Interaktif
4298,Saya keseleo sewaktu bermain tenis. Rasanya tidak apa-apa setelah bermain tenis tapi kemudian mulai berubah biru-hitam. Apakah itu serius?,Interaktif
4299,Silahkan masukan nomor pin Anda.,Interaktif
4300,Ini adalah pertama kalinya saya menyelam.,Interaktif
4301,Saya belum pernah mendengar alamat ini di sekitar sini.,Interaktif
4302,Saya merasa sakit di sini.,Interaktif
4303,Jalan lurus sampai Anda melihat toko obat.,Interaktif
4304,Apa warna terbaru di musim ini?,Interaktif
4305,Tentu saja. Sembilan puluh sembilan dolar 'kan?,Interaktif
4306,"Kalau saya, biasanya urusan kantor, jarang ada waktu untuk bersenang-senang.",Interaktif
4307,Saya akan tinggal untuk dua hari.,Interaktif
